doi	subject
nphys2455	Atomic and molecular physics
nphys2455	Quantum physics
nphys2457	Nuclear physics
nphys2457	Techniques and instrumentation
nphys2441	Condensed-matter physics
nphys2441	Graphene
nnano.2012.244	Molecular self-assembly
nnano.2012.244	Nanoparticles
nnano.2012.250	Nanoscience and technology
nnano.2012.241	Nanobiotechnology
nnano.2012.241	Quantum dots
nnano.2012.241	Synthesis and processing
nnano.2012.243	Molecular machines and motors
nnano.2012.243	Scanning probe microscopy
nnano.2012.245	Superconducting devices
nnano.2012.245	Superconducting properties and materials
nphys2440	Astrophysical plasmas
nphys2440	Solar physics
nchembio.1133	Chemical biology
nchembio.1133	Publishing
nchembio1212-1008a	Epigenetics
nchembio1212-1008a	Obesity
nchembio1212-1008a	RNA
nchembio1212-1008c	Autophagosomes
nchembio1212-1008c	Autophagy
nchembio1212-1008c	Glycolipids
nchembio1212-1008c	Mitochondria
nchembio.1126	Proteomics
nchembio.1126	Receptor pharmacology
nchembio.1125	Bacteria
nchembio.1125	Biosynthesis
nchembio.1125	Lipids
nchembio.1125	Structural biology
nchembio.1127	Ion channels
nchembio.1127	Pharmacology
nrneph.2012.232	
ncomms2187	Entomology
ncomms2187	Plant ecology
ncomms2191	Electronic structure
ncomms2191	Surfaces
ncomms2191	 interfaces and thin films
ncomms2189	Surfaces
ncomms2189	 interfaces and thin films
ncomms2197	Cancer imaging
ncomms2197	Nanoparticles
ncomms2197	Nanotechnology in cancer
ncomms2208	Cell biology
ncomms2208	Fluorescent proteins
ncomms2192	Comparative genomics
ncomms2192	DNA sequencing
ncomms2192	Phylogenetics
ncomms2155	Nanoparticles
ncomms2155	NMR spectroscopy
ncomms2196	Catalysis
ncomms2196	Enzyme mechanisms
ncomms2198	Physical chemistry
ncomms2198	Supramolecular chemistry
ncomms2201	Nanocavities
ncomms2201	Quantum optics
ncomms2165	Animal behaviour
ncomms2165	Motor control
ncomms2203	Biofilms
ncomms2203	Metagenomics
ncomms2203	Microbial ecology
ncomms2171	Peptides
ncomms2171	Spermatogenesis
ncomms2171	Testis
ncomms2171	Tight junctions
ncomms1985	Applied physics
ncomms1985	Nanophotonics and plasmonics
ncomms1985	Quantum optics
ncomms2003	Quantum information
ncomms2003	Semiconductors
ncomms1987	Self-assembly
ncomms2002	Applied physics
ncomms2002	Materials for optics
ncomms2006	Nanoscale materials
ncomms2006	Optical data storage
ncomms2195	Magnetic properties and materials
ncomms2284	G protein-coupled receptors
ncomms2284	Molecular conformation
ncomms1993	Quantum optics
ncomms1986	Applied physics
ncomms1986	Graphene
ncomms1986	Spintronics
ncomms1990	Spintronics
ncomms1988	Imaging and sensing
ncomms1988	Quantum optics
ncomms1994	Imaging and sensing
nclimate1751	Climate-change adaptation
nclimate1751	Environmental social sciences
ncomms2199	Adherens junctions
ncomms2199	Cadherins
ncomms2199	Phosphorylation
nclimate1664	Ocean sciences
ncomms2144	Motor control
ncomms2144	Neurotransmitters
ncomms2193	Lab-on-a-chip
ncomms2193	Liquid crystals
ncomms2193	Polymers
ncomms2166	Nanocomposites
ncomms2166	Nanoscale materials
nchembio.1064	Enzyme mechanisms
nchembio.1064	Lipids
nchembio.1064	Membranes
nchembio.1062	Bacterial genetics
nchembio.1062	Bacterial physiology
nchembio.1062	Chemical biology
nphys2424	Nuclear astrophysics
nphys2424	Quantum fluids and solids
nphys2424	Stars
nphys2434	Fluid dynamics
nphys2434	Laser-produced plasmas
nphys2434	Nonlinear phenomena
nphys2442	Electronic properties and materials
nphys2442	Topological matter
nrrheum.2012.187	Gout
nrrheum.2012.187	Nutritional supplements
nrneph.2012.124	Infectious diseases
nrneph.2012.124	Peritoneal dialysis
nrneph.2012.201	Cell biology
nrneph.2012.201	Hypertension
nrneph.2012.203	Acid
nrneph.2012.203	 base
nrneph.2012.203	 fluid
nrneph.2012.203	 electrolyte disorders
nrneph.2012.203	Biomarkers
nrneph.2012.203	Diagnosis
nrneph.2012.101	Acute kidney injury
nrneph.2012.101	Epidemiology
nrneph.2012.244	
nrrheum.2012.169	Immunotherapy
nrrheum.2012.169	Rheumatoid arthritis
nrrheum.2012.169	Spondyloarthritis
nrneph.2012.221	
nrneurol.2012.220	Chemotherapy
nrneurol.2012.220	CNS cancer
nrneurol.2012.220	Geriatrics
nrneurol.2012.222	Drug therapy
nrneurol.2012.222	Epilepsy
nrneurol.2012.222	Pharmacology
nrneph.2012.125	Disease genetics
nrneph.2012.125	Kidney diseases
nrneurol.2012.228	Atrial fibrillation
nrneurol.2012.228	Diagnosis
nrneurol.2012.228	Stroke
nrneph.2012.202	Glomerular diseases
nrneph.2012.202	Immunopathogenesis
nrneurol.2012.201	Cellular neuroscience
nrneurol.2012.201	Mechanisms of disease
nrneurol.2012.201	Multiple sclerosis
nrneurol.2012.201	Sodium channels
nrneph.2012.102	Kidney diseases
nrneph.2012.102	Organ transplantation
nrneph.2012.102	Therapeutics
nrendo.2012.208	Biological therapy
nrendo.2012.208	Economics
nrendo.2012.208	Type 1 diabetes
nrneph.2012.104	Diagnosis
nrneph.2012.104	Kidney diseases
nrneph.2012.104	Transplantation tolerance
nrneph.2012.104	Urological manifestations
nphys2421	Optical physics
nphys2421	Quantum mechanics
nchembio.1059	Autophagosomes
nchembio.1059	Autophagy
nchembio.1059	Glycolipids
nchembio.1059	Mitochondria
nphys2422	Optical materials and structures
nphys2422	Sub-wavelength optics
nchembio.1060	Metabolism
nchembio.1060	Oncogenesis
nchembio.1060	Small molecules
nchembio.1060	Structural biology
nphys2398	Quantum mechanics
nchembio.1021	Biochemical assays
nchembio.1021	Membrane biophysics
nchembio.1021	Proteases
nphys2429	Nanowires
nphys2429	Superconducting properties and materials
nchembio.1065	Cancer
nchembio.1065	Mutation
nchembio.1065	Protein design
nrendo.2012.196	Obesity
nrendo.2012.196	Paediatrics
nrendo.2012.196	Public health
nrneph.2012.205	Kidney diseases
nrneph.2012.205	Peritoneal dialysis
ncomms2307	Nanophotonics and plasmonics
ncomms2307	Quantum optics
ncomms2200	Electronic devices
ncomms2200	Graphene
ncomms2200	Techniques and instrumentation
ncomms2182	Nanoparticles
ncomms2182	Optical physics
ncomms2182	Self-assembly
ncomms2194	Optoelectronic devices and components
ncomms2194	Spintronics
ncomms2161	Metamaterials
ncomms2161	Optical physics
ncomms2159	Bacteria
ncomms2159	Microbial communities
ncomms2159	Microbiota
ncomms2205	Carbon nanotubes and fullerenes
ncomms2205	Synthesis and processing
ncomms2207	Nanophotonics and plasmonics
ncomms2287	Bacteria
ncomms2287	Biodiversity
ncomms2287	Microbial ecology
ncomms2291	Reaction mechanisms
ncomms2291	Chemical synthesis
ncomms2295	Animal behaviour
ncomms2295	Autism spectrum disorders
ncomms2295	Mechanism of action
ncomms2295	Social neuroscience
ncomms2297	Bacterial infection
ncomms2297	Bacterial systems biology
ncomms2297	Proteomics
ncomms2300	Condensed-matter physics
ncomms2300	Quantum dots
ncomms2300	Synthesis and processing
ncomms2302	Biosynthesis
ncomms2302	Glycoproteins
ncomms2302	Viral infection
ncomms2302	Virus–host interactions
ncomms2270	NF-kappaB
ncomms2270	Ubiquitin ligases
ncomms2270	Ubiquitylation
ncomms2306	Chaperones
ncomms2306	Malaria
ncomms2306	Parasite biology
ncomms2308	Protein translocation
ncomms2276	Colorectal cancer
ncomms2276	miRNAs
ncomms2276	Oncogenesis
ncomms2276	Tumour biomarkers
ncomms2282	Cancer
ncomms2282	Chemotherapy
ncomms2282	Drug delivery
ncomms2292	Biochemical assays
ncomms2292	Health services
ncomms2292	Lab-on-a-chip
ncomms2220	Cognitive neuroscience
ncomms2220	Functional magnetic resonance imaging
ncomms2296	Plant sciences
ncomms2296	Social sciences
ncomms2298	Cell signalling
ncomms2298	Musculoskeletal development
ncomms2298	Zoology
ncomms2301	Ecology
ncomms2301	Fungal infection
ncomms2311	Applied physics
ncomms2313	Angiogenesis
ncomms2313	Bone development
ncomms2313	Cell signalling
ncomms2313	Regeneration
ncomms2315	Catalysis
ncomms2315	Graphene
ncomms2315	Chemical synthesis
ncomms2283	Kidney
ncomms2283	Stress signalling
ncomms2181	Design
ncomms2181	 synthesis and processing
ncomms2181	Inorganic chemistry
ncomms2181	Nanowires
ncomms2179	Atomic and molecular physics
ncomms2179	Condensed-matter physics
ncomms2183	Nanoscale materials
ncomms2183	Optical physics
ncomms2183	Semiconductors
nrendo.2012.151	Drug therapy
nrendo.2012.151	Neuroendocrine diseases
nphys2419	Quantum mechanics
nrrheum.2012.50	Biomarkers
nrrheum.2012.50	Gout
nrneph.2012.54	Adverse effects
nrneph.2012.54	Organ transplantation
nrneph.2012.54	Thrombotic microangiopathies
nphys2416	Diode lasers
nphys2416	Quantum optics
nphys2416	Solid-state lasers
nphys2420	Particle physics
nrendo.2012.156	Endocrine reproductive disorders
nrendo.2012.156	Health policy
nphys2426	Physics
nphys2426	Scientific community
nrendo.2012.158	Hypertension
nrendo.2012.158	Therapeutics
nrendo.2012.158	Type 2 diabetes
nrneph.2012.45	Diagnosis
nrneph.2012.45	Polycystic kidney disease
nphys2400	Electronics
nphys2400	 photonics and device physics
nphys2400	Optical physics
nphys2402	Condensed-matter physics
nphys2402	Particle physics
nchembio.1022	Carbohydrates
nchembio.1022	Glycobiology
nchembio.1022	Screening
nchembio.1022	Transferases
nchembio.1040	Antibiotics
nchembio.1040	Biosynthesis
nchembio.1040	Chemical genetics
nchembio.1040	Enzyme mechanisms
nphys2467	Electronic properties and materials
nphys2467	Graphene
nchembio.1048	Biocatalysis
nchembio.1048	Biosynthesis
nchembio.1048	Enzyme-catalysed reactions
nrneurol.2012.199	Epidemiology
nrneurol.2012.199	Risk factors
nrneurol.2012.199	Stroke
nrneurol.2012.175	Genetics of the nervous system
nrneurol.2012.175	Mutation
nrneurol.2012.175	Paediatric neurological disorders
nrneurol.2012.177	Drug therapy
nrneurol.2012.177	Epilepsy
nrneurol.2012.177	Pharmacokinetics
nrrheum.2012.141	Acute inflammatory arthritis
nrrheum.2012.141	Mechanisms of disease
nrendo.2012.161	Endocrinology
nrendo.2012.161	Epidemiology
nrendo.2012.161	Paediatrics
nrendo.2012.159	Inflammation
nrendo.2012.159	Neutrophils
nrendo.2012.159	Obesity
nrendo.2012.159	Type 2 diabetes
nchembio.1051	Gene regulation
nchembio.1051	Ribosome
nchembio.1053	Apoptosis
nchembio.1053	Phosphorylation
nchembio.1053	Proteomics
nchembio.1057	Enzyme mechanisms
nchembio.1057	Parasite biology
nchembio.1057	Structural biology
nrneph.2012.181	Drug therapy
nrneph.2012.181	Polycystic kidney disease
nrneurol.2012.176	Ageing
nrneurol.2012.176	Dementia
nrneurol.2012.176	Epidemiology
nrendo.2012.160	Metabolism
nrendo.2012.160	Obesity
nrendo.2012.160	Therapeutics
nrendo.2012.160	Ubiquitin ligases
nrneurol.2012.49	Prognosis
nrneurol.2012.49	Stroke
nchembio.1044	Auxin
nchembio.1044	Chemical tools
nchembio.1044	Plant development
nchembio.1044	Screening
nchembio.1052	Membrane lipids
nchembio.1052	Viral infection
nchembio.1052	Virus–host interactions
nchembio.1054	Synthetic biology
nchembio.1056	Protein transport
nchembio.1056	Proteomics
nchembio.1020	Bacterial pathogenesis
nchembio.1020	Chemical genetics
nchembio.1020	Iron
nchembio.1034	Lipids
nchembio.1034	Metabolic disorders
nrcardio.2012.20	Economics
nrcardio.2012.20	Interventional cardiology
nrcardio.2012.20	Valvular disease
nmeth.1861	Bioinformatics
nmeth.1861	Cell signalling
nrclinonc.2012.18	Cancer genomics
nrclinonc.2012.18	Non-small-cell lung cancer
nrclinonc.2012.18	Tumour suppressors
nrurol.2012.16	High-throughput screening
nrurol.2012.16	Paediatrics
nrurol.2012.16	Urogenital diseases
nrclinonc.2012.24	Metastasis
nrclinonc.2012.24	Palliative care
nrurol.2012.20	Adverse effects
nrurol.2012.20	Hormonal therapies
nrurol.2012.20	Prostate cancer
nrurol.2012.20	Public health
nrgastro.2012.17	Cognitive control
nrgastro.2012.17	Hepatic encephalopathy
nrgastro.2012.17	Organ transplantation
nrcardio.2012.24	Chromosome abnormality
nrcardio.2012.24	Coronary artery disease and stable angina
nrurol.2012.18	Immunotherapy
nrurol.2012.18	Prognosis
nrurol.2012.18	Renal cell carcinoma
nrclinonc.2012.26	Cancer genomics
nrclinonc.2012.26	DNA recombination
nrclinonc.2012.26	Lung cancer
nrclinonc.2012.26	Targeted therapies
nrgastro.2012.4	Drug therapy
nrgastro.2012.4	Gene expression
nrgastro.2012.4	Hepatitis C
nrgastro.2012.4	Viral infection
nrurol.2012.24	Cell growth
nrurol.2012.24	Prognosis
nrurol.2012.24	Prostate cancer
nrgastro.2012.6	Colorectal cancer
nrgastro.2012.6	Gene expression
nrgastro.2012.6	Intestinal stem cells
nrrheum.2012.156	Diagnosis
nrrheum.2012.156	Epidemiology
nrrheum.2012.156	Therapeutics
nrrheum.2012.156	Vasculitis syndromes
nrurol.2012.26	Colorectal cancer
nrurol.2012.26	Diagnosis
nrurol.2012.26	Prostatitis
nrgastro.2012.8	Biomarkers
nrgastro.2012.8	Diagnosis
nrgastro.2012.8	Gastritis
nmeth.1907	Animal behaviour
nmeth.1907	Rat
nrclinonc.2012.11	Chemotherapy
nrclinonc.2012.11	Clinical pharmacology
nrclinonc.2012.11	T-cell lymphoma
nmeth.1917	Protein–protein interaction networks
nmeth.1917	Structure determination
nmeth.1917	Systems biology
nrurol.2012.141	Metastasis
nrurol.2012.141	Renal cell carcinoma
nrurol.2012.141	Surgery
nrcardio.2012.108	Arrhythmias
nrcardio.2012.108	Drug therapy
nrcardio.2012.108	Parasitic infection
nmeth.1894	Genetic techniques
nmeth.1894	Long non-coding RNAs
nmeth.1894	Transcriptomics
nmeth.1871	Bioinformatics
nmeth.1871	DNA sequencing
nmeth.1871	Methylation analysis
nrurol.2012.81	Pain
nrurol.2012.81	Prostatitis
nrurol.2012.81	Quality of life
nrcardio.2012.127	Biomarkers
nrcardio.2012.127	Dyslipidaemias
nrcardio.2012.127	Epidemiology
nmeth.2009	Antibody generation
nmeth.2009	Antibody isolation and purification
nmeth.2009	Proteomic analysis
nrurol.2012.83	Psychology
nrurol.2012.83	Sexual dysfunction
nrurol.2012.178	Biomarkers
nrurol.2012.178	Bladder disease
nrurol.2012.178	Neurotrophic factors
nrurol.2012.72	Prostate cancer
nrurol.2012.72	Reproductive biology
nrurol.2012.72	Surgery
nmeth.1986	Fluorescent dyes
nmeth.1986	Super-resolution microscopy
nmeth.2004	Fluorescent proteins
nrclinonc.2012.82	Cancer genomics
nrclinonc.2012.82	CNS cancer
nrclinonc.2012.82	Genetic testing
nrclinonc.2012.82	Paediatric cancer
nrgastro.2012.196	Cancer therapy
nrgastro.2012.196	Colorectal cancer
nrgastro.2012.196	Geriatrics
nchem.1312	Electronic materials
nchem.1318	Nanoparticles
nchem.1318	Supramolecular polymers
nchem.1318	Techniques and instrumentation
nchem.1274	Quantum chemistry
nchem.1276	Nanoscale materials
nchem.1276	Surface chemistry
nchem.1278	Physical chemistry
nchem.1278	Supramolecular chemistry
nchem.1273	Inorganic chemistry
nchem.1388	General chemistry
nchem.1335	Natural products
nchem.1335	Total synthesis
nchem.1341	Inorganic chemistry
nchem.1341	Magnetic materials
nchem.1334	Chemistry
nchem.1340	Organic chemistry
nchem.1247	Chemistry
nchem.1251	DNA computing
nchem.1249	Gels and hydrogels
nchem.1249	Polymer chemistry
nchem.1255	Ion channels
nchem.1255	Neurochemistry
nchem.1255	Photobiology
nchem.1300	Computational chemistry
nchem.1300	Physical chemistry
nchem.1306	Chemistry
nchem.1306	Scientific community
nchem.1308	Catalysis
nchem.1308	Chemical synthesis
nchem.1316	Medicinal chemistry
nchem.1307	General chemistry
nchem.1315	Inorganic chemistry
ijos201249	
nchem.1279	General chemistry
nchem.1283	Bioanalytical chemistry
nchem.1283	Thermodynamics
nchem.1280	Medicinal chemistry
nchem.1280	Positron-emission tomography
am201256	Lasers
am201256	 LEDs and light sources
am201256	Optical materials and structures
nchem.1282	Analytical chemistry
nchem.1282	Chemical physics
nchem.1282	Optical spectroscopy
nchem.1294	Enzyme mechanisms
nchem.1405	Asymmetric catalysis
nchem.1405	Stereochemistry
nchem.1275	Metamaterials
nchem.1275	Polymers
nchem.1275	Self-assembly
nchem.1275	Chemical synthesis
nchem.1248	Materials chemistry
nchem.1248	Polymer chemistry
nchem.1252	Electron transfer
nchem.1252	Lasers
nchem.1252	 LEDs and light sources
nchem.1252	Theoretical chemistry
nchem.1256	Crystal engineering
nchem.1254	Chemical libraries
nchem.1254	Natural products
nchem.1513	Materials chemistry
nchem.1480	Physical chemistry
nchem.1480	Theoretical chemistry
nchem.1487	Chemical biology
nchem.1487	Organic chemistry
nchem.1487	Chemical synthesis
nchem.1466	Catalysis
nchem.1466	RNA
nchem.1519	Inorganic chemistry
nchem.1519	Protein design
nchem.1519	Structural biology
nchem.1499	Batteries
nchem.1499	Chemical synthesis
nchem.1455	Inorganic chemistry
nchem.1455	Polymers
nchem.1455	Chemical synthesis
nchem.1524	Biofuels
nchem.1524	Catalysis
nchem.1502	Organic chemistry
nchem.1502	Chemical synthesis
nchem.1489	Inorganic chemistry
nchem.1489	Materials chemistry
nchem.1489	Chemical synthesis
nchem.1358	Polymer chemistry
nchem.1522	Materials chemistry
nchem.1517	Chemistry
nchem.1523	G protein-coupled receptors
nchem.1525	Organometallic chemistry
nchem.1525	Chemical synthesis
nchem.1494	Inorganic chemistry
nchem.1494	Magnetic materials
nchem.1494	Nanoparticles
nchem.1495	Reaction mechanisms
nchem.1495	Small molecules
nchem.1495	Chemical synthesis
nchem.1407	Coordination chemistry
nchem.1407	Environmental chemistry
nchem.1408	Coordination chemistry
nchem.1408	Organic chemistry
nchem.1404	Reaction mechanisms
nchem.1404	Stereochemistry
nchem.1507	Organic chemistry
nchem.1507	Chemical synthesis
nchem.1477	Catalysis
nchem.1477	Porous materials
nchem.1477	Chemical synthesis
nchem.1384	Electronic materials
nchem.1376	Batteries
nchem.1376	Materials chemistry
nchem.1378	Reaction kinetics and dynamics
nchem.1378	Polymer chemistry
nchem.1378	Theoretical chemistry
nchem.1375	Bioinorganic chemistry
nchem.1379	Inorganic chemistry
nchem.1379	Chemical synthesis
nchem.1491	Self-assembly
nchem.1476	Electrocatalysis
nchem.1476	Materials chemistry
nchem.1476	Chemical synthesis
nchem.1362	Reaction kinetics and dynamics
nchem.1362	Reaction mechanisms
nchem.1471	Catalysis
nchem.1471	Inorganic chemistry
nchem.1471	Chemical synthesis
ncomms2049	Biogeochemistry
ncomms2049	Fungal biology
ncomms2057	Applied physics
ncomms2057	Solar cells
ncomms2091	Cancer
ncomms2091	Carbon nanotubes and fullerenes
ncomms2091	Nanotechnology in cancer
ncomms2089	Mitosis
ncomms2089	Super-resolution microscopy
ncomms2045	Disease genetics
ncomms2045	Molecular neuroscience
ncomms2045	Psychiatric disorders
ncomms2090	Autophagy
ncomms2090	Cardiac hypertrophy
ncomms2090	Medical research
ncomms2090	miRNAs
ncomms2088	Imprinting
ncomms2088	Learning and memory
ncomms2088	Thyroid hormones
ncomms2032	Biomarkers
ncomms2032	Disease genetics
ncomms2032	Parkinson's disease
ncomms2032	Pathology
ncomms2034	Optical techniques
ncomms2034	Structural materials
ncomms2040	Fluorescence imaging
ncomms2040	Nanoscale materials
ncomms2040	Small molecules
ncomms2040	Supramolecular assembly
ncomms2025	Imaging techniques
ncomms2025	Spintronics
ncomms2027	Environmental chemistry
ncomms2027	Materials science
nclimate1746	Climate change
nclimate1746	Environmental social sciences
nclimate1746	Hydrology
ncomms2037	Molecular biophysics
ncomms2037	Motor protein function
ncomms2037	Neurophysiology
ncomms2022	Mechanical and structural properties and devices
ncomms2022	Optical techniques
ncomms2024	Fibre optics and optical communications
ncomms2024	Imaging and sensing
ncomms2024	Microscopy
ncomms2026	Bioenergetics
ncomms2026	Molecular conformation
ncomms2030	Bioinformatics
nclimate1712	Atmospheric science
nclimate1712	Biogeochemistry
nclimate1722	Climate change
nclimate1722	Environmental economics
nclimate1722	Solar physics
nclimate1717	Evolutionary ecology
nclimate1717	Phenology
nclimate1719	Anthropology
nclimate1719	Climate change
nclimate1719	Hydrology
nclimate1780	Climate change
nclimate1780	Environmental social sciences
nclimate1780	Hydrology
ncomms2068	Lysosomes
ncomms2068	Ubiquitylation
ncomms2001	Mitochondrial genome
ncomms2001	Single-molecule biophysics
ncomms2001	Transcription
ncomms2001	Transcription factors
ncomms2009	Post-translational modifications
ncomms2009	Structural biology
ncomms2013	Alzheimer's disease
ncomms2013	Olfactory system
ncomms2013	Protein aggregation
nclimate1783	Atmospheric science
nclimate1783	Climate-change mitigation
nclimate1783	Climate-change policy
ncomms2010	Thermodynamics
ncomms2010	Transporters
ncomms2012	Solar cells
ncomms2012	Solar energy and photovoltaic technology
ncomms2016	Membrane potential
ncomms2016	Mitochondria
ncomms2016	Parkinson's disease
ncomms2016	Phosphorylation
vital1619	
nrclinonc.2012.127-c2	Clinical pharmacology
nrclinonc.2012.127-c2	Targeted therapies
nrclinonc.2012.127-c2	Tumour heterogeneity
nrurol.2012.229	HIV infections
nrurol.2012.229	Sexual behaviour
nrurol.2012.229	Therapeutics
nrurol.2012.233	Bladder cancer
nrurol.2012.233	Disease-free survival
nrurol.2012.233	Endoscopy
nrurol.2012.233	Laboratory techniques and procedures
nrcardio.2012.176	Surgery
nrcardio.2012.176	Valvular disease
nrgastro.2012.226	Laboratory techniques and procedures
nrgastro.2012.226	Non-alcoholic steatohepatitis
nrgastro.2012.230	Colorectal cancer
nrgastro.2012.230	Nutritional supplements
nrclinonc.2012.213	Cancer epigenetics
nrclinonc.2012.213	Colon cancer
nrclinonc.2012.213	Diagnosis
nrgastro.2012.228	Gastrointestinal diseases
nrgastro.2012.228	Therapeutics
nrurol.2012.228	Cancer genetics
nrurol.2012.228	Renal cell carcinoma
nrcardio.2012.177	Arrhythmias
nrcardio.2012.177	Therapeutics
nrclinonc.2012.210	Cancer
nrclinonc.2012.210	Cancer screening
nrclinonc.2012.210	Nanotechnology in cancer
nrclinonc.2012.210	Tumour biomarkers
nrgastro.2012.227	Inflammatory bowel disease
nrgastro.2012.227	Microbiota
nrgastro.2012.227	Therapeutics
nrgastro.2012.231	Disease genetics
nrgastro.2012.231	Pancreatitis
nrclinonc.2012.214	Anal cancer
nrclinonc.2012.214	Chemotherapy
nrclinonc.2012.214	Clinical pharmacology
nrclinonc.2012.214	Radiotherapy
nrurol.2012.227	Prognostic markers
nrurol.2012.227	Renal cell carcinoma
nrurol.2012.231	Hormonal therapies
nrurol.2012.231	Prostate cancer
nrurol.2012.231	Quality of life
nrgastro.2012.229	Drug therapy
nrgastro.2012.229	Liver cancer
nrclinonc.2012.232	Cancer imaging
nrclinonc.2012.232	Diagnostic markers
nrclinonc.2012.232	Renal cell carcinoma
nrgastro.2012.248	Adverse effects
nrgastro.2012.248	Biological therapy
nrgastro.2012.248	Inflammatory bowel disease
nrurol.2012.241	Chemoprevention
nrurol.2012.241	Clinical pharmacology
nrurol.2012.241	Prostate cancer
nrgastro.2012.242	Drug therapy
nrgastro.2012.242	Gastrointestinal cancer
nrcardio.2012.168	Drug therapy
nrcardio.2012.168	Pharmacokinetics
nrcardio.2012.168	Thromboembolism
nrcardio.2012.172	Atrial fibrillation
nrcardio.2012.172	Nutritional supplements
nrcardio.2012.172	Pharmacology
nrcardio.2012.172	Surgery
nrurol.2012.224	Pharmacokinetics
nrurol.2012.224	Surgical oncology
nrurol.2012.224	Urogenital diseases
nrcardio.2012.167	Coronary artery disease and stable angina
nrcardio.2012.167	Diabetes
nrcardio.2012.167	Interventional cardiology
nrcardio.2012.167	Surgery
nrcardio.2012.171	Acute coronary syndromes
nrcardio.2012.171	Drug therapy
nrcardio.2012.171	Lipids
nrcardio.2012.171	Pharmacokinetics
nrcardio.2012.169	Cardiovascular diseases
nrcardio.2012.169	Chronic kidney disease
nrcardio.2012.169	Drug therapy
nrcardio.2012.169	Type 2 diabetes
nrurol.2012.223	Adverse effects
nrurol.2012.223	Bladder cancer
nrurol.2012.223	Pharmacokinetics
nrurol.2012.230	Pharmacokinetics
nrurol.2012.230	Prostatic diseases
nrurol.2012.230	Signs and symptoms
nrmicro2924	Bacterial physiology
nrmicro2924	Time-lapse imaging
nrmicro2926	Bacterial physiology
nrmicro2926	Environmental microbiology
nrmicro2926	Metagenomics
nrmicro2923	Bacteria
nrmicro2923	Bacterial infection
nrmicro2923	Biologics
nrmicro2923	Infectious diseases
nrmicro2923	Microbiome
nrmicro2923	Public health
nrmicro2925	DNA sequencing
nrmicro2925	Microbiome
nrclinonc.2012.222	Chemotherapy
nrclinonc.2012.222	Colorectal cancer
nrclinonc.2012.222	Pharmacokinetics
nrclinonc.2012.222	Targeted therapies
nrmicro2914	Bacteria
nrmicro2914	Bacterial physiology
nrmicro2914	Marine microbiology
nrrheum.2012.191	Diagnosis
nrrheum.2012.191	Disease prevention
nrrheum.2012.191	Systemic sclerosis
nrcardio.2012.148	Cardiovascular diseases
nrcardio.2012.148	Obesity
nrcardio.2012.148	Pathology
nrcardio.2012.119	Drug therapy
nrcardio.2012.119	Dyslipidaemias
nrgastro.2012.131	Pancreatic cancer
nrgastro.2012.131	Ultrasonography
nrgastro.2012.129	Disease genetics
nrgastro.2012.129	Liver cancer
nrgastro.2012.129	Obesity
nrclinonc.2012.116	Breast cancer
nrclinonc.2012.116	Pathology
nrclinonc.2012.116	Tumour biomarkers
nrgastro.2012.135	Colonoscopy
nrurol.2012.135	Renal cancer
nrurol.2012.135	Surgery
nrurol.2012.135	Trauma
nrurol.2012.139	Cell signalling
nrurol.2012.139	Mechanisms of disease
nrurol.2012.139	Prostate cancer
nrurol.2012.139	Targeted therapies
nrcardio.2012.99	Coronary artery disease and stable angina
nrcardio.2012.99	Drug therapy
nrcardio.2012.99	Economics
nrgastro.2012.130	Cysts
nrgastro.2012.130	Pancreatic cancer
nrgastro.2012.130	Risk factors
nrgastro.2012.132	Bariatric surgery
nrgastro.2012.132	Obesity
nrclinonc.2012.115	Cancer epidemiology
nrclinonc.2012.115	Cancer screening
nrclinonc.2012.115	Colorectal cancer
nrclinonc.2012.119	Chemotherapy
nrclinonc.2012.119	Colorectal cancer
nrclinonc.2012.119	Targeted therapies
nrgastro.2012.92	Pancreatic cancer
nrgastro.2012.92	Prognostic markers
nmeth.1975	Microbial ecology
nmeth.1975	Systems biology
nmeth.1985	Bioinformatics
nmeth.1985	Chromatin immunoprecipitation
nmeth.1985	Next-generation sequencing
nrurol.2012.13	Bladder cancer
nrurol.2012.13	Parasitic infection
nrurol.2012.13	Sequencing
nmeth.2220	Genetic techniques
nmeth.2220	Synthetic biology
nrurol.2011.225-c2	Prostate cancer
nrurol.2011.225-c2	Tumour virus infections
nrcardio.2012.45-c2	Cardiovascular diseases
nrcardio.2012.45-c2	Sleep
nrcardio.2012.45-c2	Stress and resilience
nrurol.2012.175	Clinical pharmacology
nrurol.2012.175	Prostate cancer
nmeth.2099	Mass spectrometry
nmeth.2099	Proteomic analysis
nmeth.2099	Software
nmeth.2103	Bioinformatics
nmeth.2103	Mass spectrometry
nmeth.2103	Proteomics
nmeth.2103	Structure determination
nrcardio.2012.115	Diseases
nrcardio.2012.115	Public health
nrcardio.2012.115	Risk factors
nrurol.2012.156	Cancer therapy
nrurol.2012.156	Nanoparticles
nrurol.2012.156	Prostate cancer
nmeth.2044	Electron microscopy
nmeth.2044	Sensors and probes
nrclinonc.2012.108	Cancer epidemiology
nrclinonc.2012.108	Hormonal therapies
nrclinonc.2012.108	Prostate cancer
nrgastro.2012.127	Immunological surveillance
nrgastro.2012.127	Immunotherapy
nrgastro.2012.127	Pancreatic cancer
nrclinonc.2012.114	Cancer genomics
nrclinonc.2012.114	Cancer therapeutic resistance
