,doi,subject
4,s41599-020-0522-4, technology and society
5,s41599-020-0522-4,Social policy
6,s41597-020-00698-6,Conservation biology
7,s41597-020-00698-6,Ecosystem ecology
8,s41597-020-00698-6,Marine biology
9,s41597-020-00694-w,Ocean sciences
10,s41597-020-00694-w,Physical oceanography
11,s41597-020-00699-5,Network models
12,s41597-020-00699-5,Neural circuits
13,s41439-020-00111-z,Cancer genomics
14,s41439-020-00111-z,Next-generation sequencing
15,s41597-020-00619-7,Geography
16,s41597-020-00619-7,Interdisciplinary studies
17,s41597-020-00617-9,Agriculture
18,s41597-020-00617-9,Metagenomics
19,s41597-020-00707-8,Electronic structure
20,s41597-020-00707-8,Theoretical nuclear physics
21,s41438-020-0334-0,Biotic
22,s41438-020-0334-0,Secondary metabolism
23,s41438-020-0334-0,Transcription
24,s41599-020-0506-4,Anthropology
25,s41599-020-0506-4,History
26,s41599-020-0506-4,Politics and international relations
27,s41438-020-0327-z,Genetics
28,s41438-020-0327-z,Molecular biology
29,s41438-020-0325-1,Plant molecular biology
30,s41438-020-0325-1,Transcriptomics
31,s41438-020-0320-6,Drought
32,s41438-020-0320-6,Plant molecular biology
33,s41599-020-0507-3,Complex networks
34,s41599-020-0507-3,Science
35,s41599-020-0507-3, technology and society
36,s41438-020-0323-3,Plant breeding
37,s41438-020-0328-y,Comparative genomics
38,s41438-020-0328-y,Plant evolution
39,s41438-020-0330-4,DNA recombination
40,s41438-020-0330-4,Genetic variation
41,s41438-020-0335-z,Genetic markers
42,s41438-020-0335-z,Plant breeding
43,s41438-020-0326-0,Plant molecular biology
44,s41438-020-0326-0,Plant stress responses
45,s41438-020-0333-1,Genetic variation
46,s41438-020-0333-1,Plant hybridization
47,s41438-020-0319-z,Agricultural genetics
48,s41438-020-0319-z,DNA recombination
49,s41438-020-0319-z,Plant molecular biology
50,s41438-020-0321-5,Plant molecular biology
51,s41438-020-0321-5,Plant signalling
52,s41438-020-0317-1,Transcriptomics
53,s41438-020-0317-1,Transgenic organisms
54,s41599-020-0508-2,Business and management
55,s41599-020-0508-2,Economics
56,s41599-020-0508-2,Operational research
57,s41438-020-0324-2,Biotic
58,s41438-020-0324-2,Drought
59,s41438-020-0329-x,Plant molecular biology
60,s41438-020-0329-x,Secondary metabolism
61,s41438-020-0331-3,Fruiting
62,s41438-020-0331-3,Next-generation sequencing
63,s41438-020-0331-3,Transgenic plants
64,s41599-020-0498-0,Business and management
65,s41407-020-0474-y,
66,s41407-020-0472-0,
0,s42004-020-00434-6,Organic chemistry
1,s42004-020-00434-6,Photochemistry
2,s42004-020-00434-6,Chemical synthesis
3,s42004-020-00434-6,Theoretical chemistry
4,s42003-020-01505-z,Molecular evolution
5,s42003-020-01505-z,Telomeres
6,s42003-020-01491-2,Bladder cancer
7,s42003-020-01491-2,Cancer genomics
8,s42003-020-01508-w,Molecular modelling
9,s42003-020-01508-w,Oncogenes
10,s42003-020-01508-w,Targeted therapies
11,s42003-020-01515-x,Cancer screening
12,s42003-020-01515-x,Immunological disorders
13,s42003-020-01515-x,Prognostic markers
14,s42003-020-01522-y,Targeted therapies
15,s42003-020-01522-y,Tumour immunology
16,s41929-020-00504-x,Electrocatalysis
17,s41929-020-00504-x,Heterogeneous catalysis
18,s42003-020-01504-0,Inflammatory diseases
19,s42003-020-01504-0,Receptor pharmacology
20,s42003-020-01476-1,Computational biology and bioinformatics
21,s42003-020-01476-1,Neuroendocrine cancer
22,s41893-020-0586-6,Chemistry
23,s41893-020-0586-6,Energy science and technology
24,s41893-020-0586-6,Materials science
25,s41893-020-0586-6,Nanoscience and technology
26,s41893-020-0586-6,Sustainability
27,s41929-020-0443-z,Electrocatalysis
28,s41929-020-0443-z,Homogeneous catalysis
29,s41929-020-0443-z,Synthetic chemistry methodology
30,s42005-020-00463-6,Thermodynamics
31,s42005-020-00463-6,Topological matter
32,s42003-020-01495-y,Diabetes complications
33,s42003-020-01495-y,miRNAs
34,s42003-020-01507-x,Centromeres
35,s42003-020-01507-x,Plant cell biology
36,s42003-020-01507-x,Plant genetics
37,s42003-020-01507-x,Plant molecular biology
38,s42003-020-01507-x,Plant sciences
39,s42003-020-01514-y,Senescence
40,s42003-020-01514-y,Stem-cell biotechnology
41,s42003-020-01514-y,Tissue engineering
42,s42003-020-01500-4,DNA-binding proteins
43,s42003-020-01500-4,Immunoprecipitation
44,s42003-020-01500-4,Plant molecular biology
45,s42003-020-01500-4,Transcription
46,s42003-020-01489-w,Microfluidics
47,s42003-020-01489-w,Nanofabrication and nanopatterning
48,s42005-020-00498-9,Applied physics
49,s42005-020-00498-9,Optical physics
50,s42005-020-00498-9,Optomechanics
51,s42003-020-01419-w,Cryoelectron microscopy
52,s42003-020-01419-w,Protein folding
53,s42003-020-01461-8,Cancer genetics
54,s42003-020-01461-8,Squamous cell carcinoma
55,s42003-020-01525-9,DNA methylation
56,s42003-020-01525-9,Natural variation in plants
57,s42003-020-01525-9,Polyploidy in plants
58,s41929-020-0434-0,Homogeneous catalysis
59,s41929-020-0434-0,Synthetic chemistry methodology
60,s41929-020-0434-0,Photocatalysis
61,s41929-020-0434-0,Reaction mechanisms
62,s41929-020-0441-1,Asymmetric catalysis
63,s41929-020-0441-1,Homogeneous catalysis
64,s41929-020-0441-1,Stereochemistry
65,s42005-020-00472-5,High-harmonic generation
66,s42005-020-00472-5,Sub-wavelength optics
67,s41893-020-0485-x,Chemistry
68,s41893-020-0485-x,Materials science
69,s41928-020-0383-2,Applied physics
70,s41928-020-0383-2,Condensed-matter physics
71,s41928-020-0383-2,Electronics
72,s41928-020-0383-2, photonics and device physics
73,s41928-020-0383-2,Materials for devices
74,s41928-020-0383-2,Quantum physics
75,s41929-020-00508-7,Characterization and analytical techniques
76,s41929-020-00508-7,Density functional theory
77,s41929-020-00508-7,Heterogeneous catalysis
78,s41929-020-00508-7,Structural properties
79,s41893-020-0589-3,Agriculture
80,s41893-020-0589-3,Social sciences
81,s41893-020-0589-3,Water resources
82,s41928-020-00466-9,Electronic devices
83,s41928-020-00466-9,Nanosensors
84,s41928-020-00466-9,Two-dimensional materials
85,s41929-020-0497-y,Corrosion
86,s41929-020-0497-y,Electrocatalysis
87,s41929-020-0497-y,Energy
88,s41929-020-0497-y,Heterogeneous catalysis
89,s41929-020-0495-0,Catalysis
90,s41929-020-0495-0,Imaging
91,s41929-020-0495-0,Organic chemistry
92,s41929-020-0495-0,Photochemistry
0,s41598-020-78453-5,Molecular biology
1,s41598-020-78453-5,Translation
2,s41598-020-78816-y,Cell biology
3,s41598-020-78816-y,Developmental biology
4,s41598-020-78816-y,Medical research
5,s41598-020-78816-y,Neuroscience
6,s41598-020-78816-y,Physiology
7,s41598-020-79295-x,Quantum dots
8,s41598-020-79295-x,Quantum information
9,s41598-020-79295-x,Qubits
10,s41598-020-79000-y,Computational science
11,s41598-020-79000-y,Viral infection
12,s41598-020-78472-2,Materials science
13,s41598-020-78472-2,Nanoscience and technology
14,s41598-020-79415-7,Animal biotechnology
15,s41598-020-79415-7,Reproductive biology
16,s41598-020-79415-7,Toxicology
17,s41598-020-79330-x,Evolutionary theory
18,s41598-020-79330-x,Mineralogy
19,s41598-020-79330-x,Molecular evolution
20,s41598-020-79330-x,Proteomics
21,s41598-020-79222-0,Computational science
22,s41598-020-79222-0,Nonlinear phenomena
23,s41598-020-78939-2,Body patterning
24,s41598-020-78939-2,Bone development
25,s41598-020-79123-2,Microbiology
26,s41598-020-79123-2,Pathogens
27,s41598-020-79250-w,Computational biology and bioinformatics
28,s41598-020-79250-w,Genetics
29,s41598-020-79250-w,Molecular biology
30,s41598-020-79250-w,Plant sciences
31,s41598-020-78859-1,Atomic and molecular physics
32,s41598-020-78859-1,Matter waves and particle beams
33,s41598-020-78859-1,Quantum metrology
34,s41598-020-78859-1,Quantum physics
35,s41598-020-78859-1,Ultracold gases
36,s41598-020-79043-1,Ecology
37,s41598-020-79043-1,Environmental sciences
38,s41598-020-79382-z,Endocrinology
39,s41598-020-79382-z,Health care
40,s41598-020-79156-7,Immunology
41,s41598-020-79156-7,Microbiology
42,s41598-020-79307-w,Food webs
43,s41598-020-79307-w,Palaeoecology
44,s41598-020-79274-2,Animal behaviour
45,s41598-020-79274-2,Animal physiology
46,s41598-020-79274-2,Biological techniques
47,s41598-020-79274-2,Dementia
48,s41598-020-79274-2,Sleep disorders
49,s41598-020-79076-6,Antimicrobial therapy
50,s41598-020-79076-6,Continuous renal replacement therapy
51,s41598-020-78790-5,Biomarkers
52,s41598-020-78790-5,Huntington's disease
53,s41598-020-78790-5,Immunological techniques
54,s41598-020-78790-5,Motor neuron disease
55,s41598-020-78790-5,Mouse
56,s41598-020-78790-5,Movement disorders
57,s41598-020-78790-5,Neurodegeneration
58,s41598-020-78790-5,Pharmacodynamics
59,s41598-020-78790-5,Rat
60,s41598-020-79029-z,Ecology
61,s41598-020-79029-z,Environmental impact
62,s41598-020-79029-z,Environmental sciences
63,s41598-020-78842-w,Epidemiology
64,s41598-020-78842-w,Medical research
65,s41598-020-79243-9,Alzheimer's disease
66,s41598-020-79243-9,Diagnostic markers
67,s41598-020-79243-9,Magnetic resonance imaging
68,s41598-020-78993-w,Endocrinology
69,s41598-020-78993-w,Metabolic disorders
70,s41598-020-76115-0,Diseases
71,s41598-020-76115-0,Gastroenterology
72,s41598-020-76115-0,Risk factors
73,s41598-020-76016-2,Biological techniques
74,s41598-020-76016-2,Computational biology and bioinformatics
75,s41598-020-76016-2,Genetics
76,s41598-020-76016-2,Molecular biology
77,s41598-020-75843-7,Experimental particle physics
78,s41598-020-75843-7,Geophysics
79,s41598-020-76148-5,Cell biology
80,s41598-020-76148-5,Molecular biology
81,s41598-020-76167-2,Endocrinology
82,s41598-020-76167-2,Risk factors
83,s41598-020-76195-y,Breast cancer
84,s41598-020-76195-y,Cancer
85,s41598-020-76004-6,Engineering
86,s41598-020-76004-6,Materials science
87,s41598-020-76004-6,Molecular biology
88,s41598-020-75938-1,Gastroenterology
89,s41598-020-75938-1,Medical research
0,s41597-020-0430-x,
1,s41407-020-0309-x,
2,s41407-020-0291-3,
3,s41407-020-0296-y,
4,s41597-020-0514-7,Data integration
5,s41597-020-0514-7,Data mining
6,s41438-020-0253-0,Abiotic
7,s41438-020-0253-0,Evolutionary biology
8,s41438-020-0253-0,Gene regulation
9,s41438-020-0253-0,Plant evolution
10,s41438-020-0239-y,Plant hormones
11,s41438-020-0239-y,Plant signalling
12,s41597-020-0521-8,Civil engineering
13,s41597-020-0521-8,Natural hazards
14,s41438-020-0241-4,Agricultural genetics
15,s41438-020-0241-4,Plant breeding
16,s41597-020-0497-4,Archaea
17,s41597-020-0497-4,Bacteria
18,s41597-020-0497-4,Microbial ecology
19,s41597-020-0517-4,Hydrology
20,s41597-020-0517-4,Limnology
21,s41407-020-0307-z,
22,s41438-019-0237-0,Plant molecular biology
23,s41438-019-0237-0,Plant physiology
24,s41407-020-0292-2,
25,s41407-020-0298-9,
26,s41407-020-0297-x,
27,s41597-020-0495-6,Cardiovascular diseases
28,s41597-020-0495-6,Data publication and archiving
29,s41597-020-0495-6,Electrocardiography – EKG
30,s41597-020-0495-6,Machine learning
31,s41438-019-0235-2,DNA sequencing
32,s41438-019-0235-2,Genome evolution
33,s41597-020-0479-6,Geomorphology
34,s41597-020-0479-6,Hydrogeology
35,s41438-019-0223-6,Plant breeding
36,s41438-019-0233-4,Developmental biology
37,s41438-019-0233-4,Metabolism
38,s41597-020-0496-5,Civil engineering
39,s41597-020-0496-5,Environmental impact
40,s41597-020-0496-5,Water microbiology
41,s41597-020-0496-5,Water resources
42,s41597-020-0483-x,Energy modelling
43,s41597-020-0483-x,Energy supply and demand
44,s41597-020-0483-x,Scientific data
45,s41597-020-0483-x,Statistics
46,s41597-020-0503-x,Animal behaviour
47,s41597-020-0503-x,Conservation biology
48,s41597-020-0503-x,Population dynamics
49,s41597-020-0499-2,Cell migration
50,s41597-020-0499-2,Mass spectrometry
51,s41597-020-0499-2,Metastasis
52,s41597-020-0499-2,Proteomics
53,s41597-020-0499-2,RNA sequencing
54,s41438-019-0224-5,Biotic
55,s41438-019-0224-5,Plant physiology
56,s41438-019-0231-6,Biodiversity
57,s41438-019-0231-6,Biotic
58,s41438-019-0231-6,Plant breeding
59,s41438-019-0231-6,Virulence
60,s41597-020-0494-7,Biomedical engineering
61,s41597-020-0494-7,Translational research
62,s41597-020-0501-z,Agroecology
63,s41597-020-0501-z,Biogeography
64,s41597-020-0501-z,Ecological modelling
65,s41597-020-0478-7,Element cycles
66,s41597-020-0478-7,Hydrology
67,s41438-019-0222-7,DNA replication
68,s41438-019-0222-7,Leaf development
69,s41438-019-0222-7,Non-coding RNAs
70,s41438-019-0222-7,Non-model organisms
0,s41893-020-00609-y,Forest ecology
1,s41893-020-00609-y,Geography
2,s41562-020-0875-0,Complex networks
3,s41562-020-0875-0,Geography
4,s41562-020-0859-0,Analytical chemistry
5,s41562-020-0859-0,Archaeology
6,s41528-020-00095-4,Materials for devices
7,s41528-020-00095-4,Mechanical properties
8,s41562-020-0867-0,Medical research
9,s41562-020-0867-0,Psychology
10,s41550-020-1092-5,Mineralogy
11,s41550-020-1092-5,Rings and moons
12,s41559-020-01304-z,Biodiversity
13,s41559-020-01304-z,Conservation biology
14,s41559-020-01304-z,Ecological epidemiology
15,s41559-020-01304-z,Environmental economics
16,s41559-020-01304-z,Evolution
17,s41559-020-01304-z,SARS-CoV-2
18,s41559-020-01304-z,Virology
19,s41559-020-1102-0,Genetic variation
20,s41559-020-1102-0,Population genetics
21,s41559-019-1080-2,Microbial communities
22,s41559-019-1080-2,Microbial ecology
23,s41559-019-1080-2,Systems biology
24,s41559-020-1094-9,Biomechanics
25,s41559-020-1094-9,Modularity
26,s41559-020-1094-9,Palaeontology
27,s41550-020-1170-8,Atmospheric chemistry
28,s41550-020-1170-8,Exoplanets
29,s41550-020-01240-9,Astrobiology
30,s41550-020-01240-9,Atmospheric chemistry
31,s41550-020-01240-9,Inner planets
32,s41551-020-0566-1,Biomaterials
33,s41551-020-0566-1,Biomedical engineering
34,s41551-020-0566-1,Regenerative medicine
35,s41551-020-0566-1,Tissue engineering
36,s41570-020-00227-4,Chemical bonding
37,s41570-020-00227-4,Crystal field theory
38,s41570-020-00227-4,Magnetic materials
39,s41570-020-00227-4,Organometallic chemistry
40,s41562-019-0815-z,Human behaviour
41,s41562-019-0815-z,Social policy
42,s41893-020-00600-7,Environmental impact
43,s41893-020-00600-7,Hydrology
44,s41893-020-00600-7,Restoration ecology
45,s41893-020-00600-7,Sustainability
46,s41893-020-00600-7,Water resources
47,s41562-020-00947-z,Human behaviour
48,s41562-020-00947-z,Perception
49,s41562-020-00947-z,Working memory
50,s41551-020-00609-5,Biomaterials
51,s41551-020-00609-5,Tissue engineering
52,s41550-020-01216-9,Astronomy and astrophysics
53,s41550-020-01216-9,Climate change
54,s41550-020-1167-3,Atmospheric dynamics
55,s41550-020-1167-3,Giant planets
56,s41570-020-00225-6,Scanning probe microscopy
57,s41570-020-00225-6,Structure elucidation
58,s41551-020-00610-y,Bacteria
59,s41551-020-00610-y,Cell delivery
60,s41551-020-00610-y,Kidney diseases
61,s41551-020-00610-y,Metabolic engineering
62,s41559-020-01300-3,Palaeontology
63,s41699-020-00175-z,Structural properties
64,s41699-020-00175-z,Surfaces
65,s41699-020-00175-z, interfaces and thin films
66,s41699-020-00175-z,Two-dimensional materials
67,s41551-020-0538-5,Biomedical engineering
68,s41551-020-0538-5,Engineering
69,s41551-020-0538-5,Medical research
70,s41551-020-0538-5,Therapeutics
71,s41551-020-0538-5,Translational research
72,s41529-020-00139-0,Electronic devices
73,s41529-020-00139-0,Electronic materials
74,s41550-020-1072-9,Astronomy and astrophysics
75,s41550-020-1072-9,Atmospheric chemistry
76,s41550-020-1072-9,Exoplanets
77,s41550-020-1072-9,Planetary science
78,s41551-020-0534-9,Diseases
79,s41551-020-0534-9,Gastrointestinal diseases
80,s41551-020-0534-9,Medical research
81,s41551-020-0534-9,Translational research
82,s41551-020-0534-9,Urogenital diseases
83,s41551-020-0540-y,Biomedical engineering
84,s41551-020-0540-y,Drug delivery
85,s41551-020-0540-y,Quantum dots
86,s41559-020-1146-1,Biodiversity
87,s41559-020-1146-1,Ecology
88,s41551-020-0583-0,Cancer immunotherapy
89,s41551-020-0583-0,Immunotherapy
90,s41551-020-0583-0,Translational research
91,s41698-020-00131-6,Breast cancer
92,s41698-020-00131-6,Risk factors
0,s41564-020-00847-y,
1,s41572-020-00239-w,Disease genetics
2,s41572-020-00239-w,Epidemiology
3,s41572-020-00239-w,Refractive errors
4,s41572-020-00238-x,Reproductive disorders
5,s41572-020-00237-y,Asthma
6,s41572-020-00237-y,Respiratory signs and symptoms
7,s41564-020-00838-z,SARS-CoV-2
8,s41564-020-00838-z,Viral epidemiology
9,s41564-020-00836-1,Computational biology and bioinformatics
10,s41564-020-00836-1,Genome informatics
11,s41564-020-00836-1,Molecular evolution
12,s41564-020-00836-1,Phylogenetics
13,s41564-020-00836-1,Phylogeny
14,s41564-020-00805-8,Cell biology
15,s41564-020-00805-8,Cellular microbiology
16,s41564-020-00805-8,Epigenetics
17,s41564-020-00805-8,Pathogenesis
18,s41564-020-00846-z,Proteomics
19,s41564-020-00846-z,RNA metabolism
20,s41564-020-00846-z,SARS-CoV-2
21,s41564-020-00846-z,Virology
22,s41572-020-00229-y,Inflammatory diseases
23,s41572-020-00229-y,Respiratory tract diseases
24,s41564-020-00841-4,SARS-CoV-2
25,s41564-020-00841-4,Viral infection
26,s41572-020-00226-1,
27,s41578-020-00276-7,Drug delivery
28,s41578-020-00276-7,Obesity
29,s41477-020-00789-7,Agriculture
30,s41477-020-00789-7,Developing world
31,s41477-020-00789-7,Social sciences
32,s41572-020-00233-2,Cancer genetics
33,s41572-020-00233-2,Head and neck cancer
34,s41560-020-00735-z,Carbon capture and storage
35,s41560-020-00735-z,Electrocatalysis
36,s41560-020-00735-z,Electrochemistry
37,s41560-020-00735-z,Solar fuels
38,s41578-020-00273-w,High-throughput screening
39,s41578-020-00273-w,Kidney
40,s41578-020-00273-w,Pluripotent stem cells
41,s41564-020-00815-6,DNA vaccines
42,s41564-020-00815-6,Viral infection
43,s41564-020-00815-6,Virology
44,s41560-020-00760-y,Batteries
45,s41560-020-00760-y,Electrochemistry
46,s41560-020-00760-y,Materials for energy and catalysis
47,s41477-020-0617-3,Agroecology
48,s41477-020-0617-3,Agriculture
49,s41477-020-0617-3,Conservation biology
50,s41477-020-0617-3,Ecology
51,s41477-020-00810-z,Genetics
52,s41477-020-00810-z,Plant sciences
53,s41477-020-00806-9,Photosynthesis
54,s41477-020-00806-9,Structure determination
55,s41477-020-00817-6,Genetic engineering
56,s41477-020-00817-6,Molecular engineering in plants
57,s41477-020-00805-w,Photosynthesis
58,s41477-020-00805-w,Plant evolution
59,s41477-020-00805-w,Plant molecular biology
60,s41477-020-00805-w,Plant sciences
61,s41572-020-00232-3,Dementia
62,s41572-020-00232-3,Encephalopathy
63,s41560-020-00754-w,Carbon capture and storage
64,s41560-020-00754-w,Electrocatalysis
65,s41560-020-00754-w,Solar fuels
66,s41477-020-00825-6,Natural variation in plants
67,s41477-020-00825-6,Plant domestication
68,s41477-020-00825-6,Plant genetics
69,s41477-020-00825-6,Plant immunity
70,s41564-020-00829-0,Infection
71,s41564-020-00829-0,Molecular medicine
72,s41564-020-00842-3,Bacterial physiology
73,s41564-020-00842-3,Cellular microbiology
74,s41564-020-00842-3,Microbial genetics
75,s41477-020-00811-y,Biological models
76,s41477-020-00811-y,Biophysical methods
77,s41477-020-00811-y,Cryoelectron microscopy
78,s41477-020-00811-y,Model plants
79,s41477-020-00811-y,Rubisco
80,s41572-020-00230-5,Functional gastrointestinal disorders
81,s41572-020-00230-5,Irritable bowel syndrome
82,s41572-020-00230-5,Microbiota
83,s41572-020-00230-5,Paediatric research
84,s41578-020-00265-w,Biomaterials
85,s41578-020-00265-w,Synthetic biology
0,s41598-020-78730-3,Kidney diseases
1,s41598-020-78730-3,Paediatric research
2,s41598-020-78730-3,Paediatrics
3,s41598-020-78730-3,Prognostic markers
4,s41598-020-78942-7,Computational biology and bioinformatics
5,s41598-020-78942-7,Infectious diseases
6,s41598-020-78980-1,Chemistry
7,s41598-020-78980-1,Materials chemistry
8,s41598-020-78683-7,Catalysis
9,s41598-020-78683-7,Coordination chemistry
10,s41598-020-78683-7,Plasma physics
11,s41598-020-78490-0,Archaeology
12,s41598-020-78490-0,Materials science
13,s41598-020-78490-0,Mineralogy
14,s41598-020-78476-y,Biomarkers
15,s41598-020-78476-y,Medical research
16,s41598-020-78610-w,Biological techniques
17,s41598-020-78610-w,Neuroscience
18,s41598-020-78610-w,Physiology
19,s41598-020-77681-z,Electronic devices
20,s41598-020-77681-z,Two-dimensional materials
21,s41598-020-78714-3,Marine biology
22,s41598-020-78714-3,Physical oceanography
23,s41598-020-78742-z,Biomarkers
24,s41598-020-78742-z,Medical research
25,s41598-020-78742-z,Nephrology
26,s41598-020-78742-z,Pathogenesis
27,s41598-020-78516-7,Biomarkers
28,s41598-020-78516-7,Immunology
29,s41598-020-78516-7,Molecular medicine
30,s41598-020-78436-6,Confocal microscopy
31,s41598-020-78436-6,Optical properties of diamond
32,s41598-020-78436-6,Quantum optics
33,s41598-020-78436-6,Single photons and quantum effects
34,s41598-020-78483-z,Biogeochemistry
35,s41598-020-78483-z,Climate-change ecology
36,s41598-020-78483-z,Ecosystem ecology
37,s41598-020-78483-z,Microbial ecology
38,s41598-020-78884-0,Biophotonics
39,s41598-020-78884-0,Photobiology
40,s41598-020-78884-0,Skin diseases
41,s41598-020-78686-4,Animal behaviour
42,s41598-020-78686-4,Behavioural ecology
43,s41598-020-78686-4,Ecology
44,s41598-020-78686-4,Entomology
45,s41598-020-78686-4,Evolution
46,s41598-020-78872-4,Characterization and analytical techniques
47,s41598-020-78872-4,Materials science
48,s41598-020-78872-4,Techniques and instrumentation
49,s41598-020-76630-0,Applied mathematics
50,s41598-020-76630-0,Infectious diseases
51,s41598-020-78792-3,Medical research
52,s41598-020-78792-3,Molecular medicine
53,s41598-020-78693-5,Diseases
54,s41598-020-78693-5,Medical research
55,s41598-020-78717-0,Engineering
56,s41598-020-78717-0,Materials science
57,s41598-020-78717-0,Optics and photonics
58,s41598-020-78109-4,Fluid dynamics
59,s41598-020-78109-4,Physics
60,s41598-020-78530-9,Psychiatric disorders
61,s41598-020-78530-9,Schizophrenia
62,s41598-020-78467-z,Characterization and analytical techniques
63,s41598-020-78467-z,Imaging techniques
64,s41598-020-78467-z,Microscopy
65,s41598-020-78467-z,Nanofluidics
66,s41598-020-78467-z,Nanopores
67,s41598-020-78467-z,Petrology
68,s41598-020-78467-z,Structural properties
69,s41598-020-78705-4,Theory and computation
70,s41598-020-78705-4,Thermodynamics
71,s41598-020-78465-1,Computational biology and bioinformatics
72,s41598-020-78465-1,Structural biology
73,s41598-020-78677-5,Cardiology
74,s41598-020-78677-5,Diseases
75,s41598-020-78677-5,Drug discovery
76,s41598-020-78889-9,Neuroscience
77,s41598-020-78889-9,Psychology
78,s41598-020-78731-2,Eye diseases
79,s41598-020-78731-2,Optic nerve diseases
80,s41598-020-78392-1,Diseases
81,s41598-020-78392-1,Medical research
82,s41598-020-78392-1,Public health
83,s41598-020-78635-1,Human behaviour
84,s41598-020-78635-1,Psychology
85,s41598-020-78663-x,Materials science
86,s41598-020-78663-x,Nanoscience and technology
87,s41598-020-78524-7,Chemical biology
88,s41598-020-78524-7,Chemistry
89,s41598-020-78524-7,Natural product synthesis
90,s41598-020-78524-7,Natural products
0,s41612-020-00143-w,Atmospheric dynamics
1,s41612-020-00143-w,Climate and Earth system modelling
2,s41612-020-00143-w,Cryospheric science
3,s41612-020-00143-w,Projection and prediction
4,s42003-020-01290-9,Bacterial evolution
5,s42003-020-01290-9,Bacterial genomics
6,s42003-020-01290-9,Comparative genomics
7,s42003-020-01290-9,Genetic variation
8,s42003-020-01290-9,Genome-wide association studies
9,s42003-020-01446-7,
10,s42003-020-01281-w,Circadian regulation
11,s42003-020-01281-w,Circadian rhythms and sleep
12,s42003-020-01281-w,Neuroscience
13,s42003-020-01281-w,Neurotrophic factors
14,s42003-020-01281-w,Sleep
15,s42003-020-01286-5,Biochemistry
16,s42003-020-01286-5,Structural biology
17,s41893-020-0478-9,Applied microbiology
18,s41893-020-0478-9,Environmental biotechnology
19,s41893-020-0478-9,Environmental impact
20,s41893-020-0478-9,Water resources
21,s41929-020-0427-z,Chemical engineering
22,s41929-020-0427-z,Heterogeneous catalysis
23,s41929-020-0427-z,Pollution remediation
24,s41929-020-0425-1,Catalytic mechanisms
25,s41929-020-0425-1,Homogeneous catalysis
26,s41929-020-0425-1,Synthetic chemistry methodology
27,s42003-020-01277-6,Lab-on-a-chip
28,s42003-020-01277-6,Nanobiotechnology
29,s42003-020-01277-6,Permeation and transport
30,s42005-020-00441-y,Infrared spectroscopy
31,s42005-020-00441-y,Mid-infrared photonics
32,s42004-020-00383-0,Biophysical chemistry
33,s42004-020-00383-0,Chemical biology
34,s42004-020-00383-0,G protein-coupled receptors
35,s42004-020-00383-0,Molecular modelling
36,s42005-020-00446-7,Compact astrophysical objects
37,s42005-020-00446-7,General relativity and gravity
38,s41929-020-0423-3,Biodiesel
39,s41929-020-0423-3,Heterogeneous catalysis
40,s41929-020-0423-3,Photocatalysis
41,s42004-020-00379-w,Computational chemistry
42,s42004-020-00379-w,Enzyme mechanisms
43,s42004-020-00379-w,Method development
44,s42003-020-01282-9,Molecular ecology
45,s42003-020-01282-9,Palaeoecology
46,s42003-020-01282-9,Population dynamics
47,s42003-020-01445-8,
48,s42003-020-01285-6,Alphaviruses
49,s42003-020-01285-6,Innate immunity
50,s42003-020-01285-6,Viral infection
51,s41545-020-0065-7,Environmental monitoring
52,s41545-020-0065-7,Water resources
53,s42004-020-0285-2,Chemical bonding
54,s42004-020-0285-2,Chemical physics
55,s42004-020-0292-3,Asymmetric catalysis
56,s42004-020-0292-3,Synthetic chemistry methodology
57,s41612-020-0119-z,Atmospheric chemistry
58,s41612-020-0119-z,Environmental monitoring
59,s41545-020-0056-8,Environmental chemistry
60,s41545-020-0056-8,Environmental sciences
61,s42005-020-0326-2,Fibre lasers
62,s42005-020-0326-2,Renewable energy
63,s42005-020-0326-2,Solar energy and photovoltaic technology
64,s42004-020-0286-1,Chemical bonding
65,s42004-020-0286-1,Computational chemistry
66,s42004-020-0286-1,Electronic properties and materials
67,s41746-020-0261-3,Heart failure
68,s41746-020-0261-3,Outcomes research
69,s42005-020-0322-6,Nonlinear phenomena
70,s42005-020-0322-6,Quantum fluids and solids
71,s42005-020-0322-6,Superconducting properties and materials
72,s41545-020-0055-9,Environmental chemistry
73,s41545-020-0055-9,Environmental sciences
74,s41746-020-00371-7,Health policy
75,s41746-020-00371-7,Clinical trial design
76,s41746-020-00365-5,
77,s41929-020-00507-8,Biocatalysis
78,s41929-020-00507-8,Enzyme mechanisms
79,s41929-020-00507-8,Oxidoreductases
80,s41929-020-0464-7,
0,s41598-020-78183-8,Evolution
1,s41598-020-78183-8,Evolutionary genetics
2,s41598-020-78183-8,Phylogenetics
3,s41598-020-78183-8,Speciation
4,s41598-020-78183-8,Zoology
5,s41598-020-79244-8,Analytical chemistry
6,s41598-020-79244-8,Environmental chemistry
7,s41598-020-79244-8,Environmental sciences
8,s41598-020-79244-8,Materials chemistry
9,s41598-020-79244-8,Surface chemistry
10,s41598-020-79263-5,Condensed-matter physics
11,s41598-020-79263-5,Electronic properties and materials
12,s41598-020-78999-4,Biological models
13,s41598-020-78999-4,Biomarkers
14,s41598-020-78999-4,Metabolomics
15,s41598-020-78999-4,Tuberculosis
16,s41598-020-79419-3,Biomarkers
