journal,issn,title,authors,year,volume_issue,publication_date,doi
Ecological Applications,1051-0761,"Managing propagule pressure to prevent invasive species establishments propagule size, number, and risk-release curve",Oliver C Stringham; Julie L Lockwood,2021,v31 n4 (20210601): 1-13,2021-06-01,
Ecological Applications,1051-0761,Crop‐pollinating Diptera have diverse diets and habitat needs in both larval and adult stages,Abby E Davis; Daniel J Bickel; Manu E Saunders; Romina Rader,2023,,,
Ecological Applications,1051-0761,Chronic wasting disease undermines efforts to control the spread of brucellosis in the Greater Yellowstone Ecosystem,Matthew Maloney; Jerod A Merkle; David Aadland; Dannele Peck; Richard D Horan; Kevin L Monteith; Thach Winslow; Jim Logan; David Finnoff; Charles Sims; Brant Schumaker,2020,,,
Ecological Applications,1051-0761,Conservation and production responses vary by disturbance intensity in a long-term forest management experiment,Andrew J Kroll; Aaron Springford; Jake Verschuyl,2020,v30 n7 (20201001): 1-12,2020-10-01,
Ecological Applications,1051-0761,Approaches for estimating benefits and costs of interventions in plant biosecurity across invasion phases,Melissa J Welsh; James A Turner; Rebecca S Epanchin‐Niell; Juan J Monge; Tarek Soliman; Andrew P Robinson; John M Kean; Craig Phillips; Lloyd D Stringer; Jessica Vereijssen; Andrew M Liebhold; Tom Kompas; Michael Ormsby; Eckehard G Brockerhoff,2021,,,10.1002/eap.2319
Ecological Applications,1051-0761,Assessing cetacean populations using integrated population models: an example with Cook Inlet beluga whales,Eiren K Jacobson; Charlotte Boyd; Tamara L McGuire; Kim E W Shelden; Gina K Himes Boor; André E Punt,2020,,,10.1002/eap.2114
Ecological Applications,1051-0761,Browsing wildlife and heavy grazing indirectly facilitate sapling recruitment in an East African savanna.,Eric M LaMalfa; Corinna Riginos; Kari E Veblen,2021,,,10.1002/eap.2399
Ecological Applications,1051-0761,Extinction of biotic interactions due to habitat loss could accelerate the current biodiversity crisis,Manette E Sandor; Chris S Elphick; Morgan W Tingley,2022,,,10.1002/eap.2608
Ecological Applications,1051-0761,Passive monitoring of avian habitat on working lands,Adam Patrick Dixon; Matthew E Baker; Erle C Ellis,2023,,,
Ecological Applications,1051-0761,Assessing model performance via the most limiting environmental driver in two differently stressed pine stands,,,,,
Ecological Applications,1051-0761,Natural disturbance regimes as a guide for sustainable forest management in Europe.,Réka Aszalós; Dominik Thom; Tuomas Aakala; Per Angelstam; Guntis Brūmelis; László Gálhidy; Georg Gratzer; Tomáš Hlásny; Klaus Katzensteiner; Bence Kovács; Thomas Knoke; Laurent Larrieu; Renzo Motta; Jörg Müller; Péter Ódor; Dušan Roženbergar; Yoan Paillet; Diana Pitar; Tibor Standovár; Miroslav Svoboda; Jerzy Szwagrzyk; Philipp Toscani,2022,,,10.1002/eap.2596
Ecological Applications,1051-0761,"Implementing community-engaged ecological research in P roctor C reek, an urban watershed in A tlanta, G eorgia, USA",Tamara Johnson; Na'Taki Osborne Jelks,2023,,,10.1002/eap.2792
Ecological Applications,1051-0761,"Forest recovery following extreme drought in California, USA : natural patterns and effects of pre-drought management",Derek J N Young; Marc Meyer; Becky Estes; Shana Gross; Amarina Wuenschel; Christina Restaino; Hugh D Safford,2020,,,10.1002/eap.2002
Ecological Applications,1051-0761,Predicting kill sites of an apex predator from GPS data in different multiprey systems,Teresa Oliveira; David Carricondo-Sanchez; Jenny Mattisson; Kristina Vogt; Andrea Corradini; John D C Linnell; John Odden; Marco Heurich; Mariano Rodríguez-Recio; Miha Krofel,2023,,,10.1002/eap.2778
Ecological Applications,1051-0761,Soil surface treatments and precipitation timing determine seedling development across southwestern US restoration sites,Hannah L Farrell; Seth M Munson; Bradley J Butterfield; Michael C Duniway; Akasha M Faist; Elise S Gornish; Caroline A Havrilla; Loralee Larios; Sasha C Reed; Helen I Rowe; Katherine M Laushman; Molly L McCormick,2023,,,
Ecological Applications,1051-0761,Limited shifts in the distribution of migratory bird breeding habitat density in response to future changes in climate.,Owen P McKenna; David M Mushet; Samuel R Kucia; Elyssa C McCulloch-Huseby,2021,,,10.1002/eap.2428
Ecological Applications,1051-0761,Evaluation of a two-season banding program to estimate and model migratory bird survival,Patrick K Devers; Robert L Emmet; G Scott Boomer; Guthrie S Zimmerman; J Andrew Royle,2021,,,
Ecological Applications,1051-0761,Aligning biodiversity conservation and agricultural production in heterogeneous landscapes,Van Butsic; Tobias Kuemmerle; Leo Pallud; Kate J Helmstedt; Leandro Macchi; Matthew D Potts,2020,,,10.1002/eap.2057
Ecological Applications,1051-0761,"Reactive persistence, spatial management, and conservation of metapopulations: An application to seagrass restoration",Christopher M Aiken; Sergio A Navarrete; Emma L Jackson,2023,,,
Ecological Applications,1051-0761,Fast plants have water-use and drought strategies that balance rainfall retention and drought survival on green roofs,,,,,
Ecological Applications,1051-0761,Paleoecology provides context for conserving culturally and ecologically important pine forest and barrens communities,Robert K Booth; Gregor W Schuurman; Elizabeth A Lynch; Matthew G Huff; Julia A Bebout; Nisogaabokwe Melonee Montano,2023,,,
Ecological Applications,1051-0761,Plant community responses to grassland restoration efforts across a large-scale precipitation gradient,D Fraser Watson; Gregory R Houseman; Mary Liz Jameson; William E Jensen; Molly M Reichenborn; Alex R Morphew; Esben L Kjaer,2021,,,10.1002/eap.2381
Ecological Applications,1051-0761,Biodiversity conservation adaptation to climate change: Protecting the actors or the stage,Gengping Zhu; Xingli Giam; Paul R Armsworth; Seong-Hoon Cho; Monica Papeş,2023,,,10.1002/eap.2765
Ecological Applications,1051-0761,"Climate change, land cover change, and overharvesting threaten a widely used medicinal plant in South Africa",Vivienne P Groner; Owen Nicholas; Tafadzwanashe Mabhaudhi; Rob Slotow; H Reşit Akçakaya; Georgina M Mace; Richard G Pearson,2022,,,10.1002/eap.2545
Ecological Applications,1051-0761,Gambling with extinction comments on Chauvenet et al. (2010),Paul L Fackler,2020,v30 n1 (20200101): 1-5,2020-01-01,
Ecological Applications,1051-0761,Modeling avian full annual cycle distribution and population trends with citizen science data,Daniel Fink; Tom Auer; Alison Johnston; Viviana Ruiz-Gutierrez; Wesley M Hochachka; Steve Kelling,2020,v30 n3 (20200401): 1-16,2020-04-01,
Ecological Applications,1051-0761,Extending coverage and thematic resolution of compositional land cover maps in a hierarchical Bayesian framework,Tim M Szewczyk; Mark J Ducey; Valerie J Pasquarella; Jenica M Allen,2021,v31 n5 (20210701): 1-14,2021-07-01,
Ecological Applications,1051-0761,Fragmentation and thresholds in hydrological flow-based ecosystem services.,Amy Thomas; Dario Masante; Bethanna Jackson; Bernard Cosby; Bridget Emmett; Laurence Jones,2020,,,10.1002/eap.2046
Ecological Applications,1051-0761,Nitrification and denitrification in the Community Land Model compared with observations at Hubbard Brook Forest,Cynthia Nevison; Christine Goodale; Peter Hess; William R Wieder; Julius Vira; Peter M Groffman,2022,,,10.1002/eap.2530
Ecological Applications,1051-0761,Living in the concrete jungle carnivore spatial ecology in urban parks,Siria Gámez; Nyeema C Harris,,,,
Ecological Applications,1051-0761,The importance of street trees to urban avifauna.,Eric M Wood; Sevan Esaian,2020,,,10.1002/eap.2149
Ecological Applications,1051-0761,The right trait in the right place at the right time: Matching traits to environment improves restoration outcomes,Balazs KR; Butterfield BJ; Munson SM; Kramer AT; Talkington N; Still S,2020,,,10.1002/eap.2110
Ecological Applications,1051-0761,Pelagic calcifiers face increased mortality and habitat loss with warming and ocean acidification,Nina Bednaršek; Brendan R Carter; Ryan M McCabe; Richard A Feely; Evan Howard; Francisco P Chavez; Meredith Elliott; Jennifer L Fisher; Jaime Jahncke; Zach Siegrist,2022,,,10.1002/eap.2674
Ecological Applications,1051-0761,Integrated assessment of the spatial distribution and structural dynamics of deep benthic marine communities,Jan Jansen; Piers K Dunstan; Nicole A Hill; Philippe Koubbi; Jessica Melbourne-Thomas; Romain Causse; Craig R Johnson,2020,,,
Ecological Applications,1051-0761,An efficient method of evaluating multiple concurrent management actions on invasive populations.,Amy J Davis; Randy Farrar; Brad Jump; Parker Hall; Travis Guerrant; Kim M Pepin,2022,,,10.1002/eap.2623
Ecological Applications,1051-0761,Warming and pollutants interact to modulate octocoral immunity and shape disease outcomes,Allison M Tracy; Ernesto Weil; C Drew Harvell,2020,v30 n2 (20200301): 1-13,2020-03-01,
Ecological Applications,1051-0761,Legacy effects of pre‐crop plant functional group on fungal root symbionts of barley,Julien Roy; Richard Duijnen; Eva F Leifheit; Susan Mbedi; Vicky M Temperton; Matthias C Rillig,2021,,,
Ecological Applications,1051-0761,"Proximity between humans and a highly medically significant snake, Russell's viper, in a tropical rural community",Xavier Glaudas,2021,,,
Ecological Applications,1051-0761,Ongoing declines of woodland birds Are restoration plantings making a difference?,Donna J Belder; Jennifer C Pierson; Ashwin C Rudder; David B Lindenmayer,2021,v31 n3 (20210401): 1-14,2021-04-01,
Ecological Applications,1051-0761,"Eyes on the herd: Quantifying ungulate density from satellite, unmanned aerial systems, and GPScollar data",,,,,
Ecological Applications,1051-0761,Local- and landscape-scale variables shape insect diversity in an urban biodiversity hot spot,Benjamin J Adams; Enjie Li; Christine A Bahlai; Emily K Meineke; Terrence P McGlynn; Brian V Brown,2020,,,10.1002/eap.2089
Ecological Applications,1051-0761,Distribution and connectivity of protected areas in the Americas facilitates transboundary conservation.,Daniel Thornton; Lyn Branch; Dennis Murray,2020,,,10.1002/eap.2027
Ecological Applications,1051-0761,Disturbance-accelerated succession increases the production of a temperate forest,Christopher M Gough; Gil Bohrer; Brady S Hardiman; Lucas E Nave; Christoph S Vogel; Jeff W Atkins; Ben Bond-Lamberty; Robert T Fahey; Alexander T Fotis; Maxim S Grigri; Lisa T Haber; Yang Ju; Callie L Kleinke; Kayla C Mathes; Knute J Nadelhoffer; Ellen Stuart-Haëntjens; Peter S Curtis,2021,v31 n7 (20211001): 1-17,2021-10-01,
Ecological Applications,1051-0761,Eastern Canadian boreal forest soil and foliar chemistry show evidence of resilience to long-term nitrogen addition,Daniel Houle; Jean-David Moore; Marie Renaudin,2024,,,10.1002/eap.2958
Ecological Applications,1051-0761,Effects of fixatives on stable isotopes of fish muscle tissue: implications for trophic studies on preserved specimens,Durante LM; Sabadel AJM; Wing SR; Frew RD; Ingram T,2020,,,10.1002/eap.2080
Ecological Applications,1051-0761,"“No‐regrets” pathways for navigating climate change: planning for connectivity with land use, topography, and climate",Carrie A Schloss; D Richard Cameron; Brad H McRae; David M Theobald; Aaron Jones,2022,,,10.1002/eap.2468
Ecological Applications,1051-0761,Trends in bird abundance differ among protected forests but not bird guilds,Jeffrey W Doser; Aaron S Weed; Elise F Zipkin; Kathryn M Miller; Andrew O Finley,2021,,,
Ecological Applications,1051-0761,Spatial variation in exploited metapopulations obscures risk of collapse,Okamoto DK; Hessing-Lewis M; Salomon AK; Samhouri JF; Shelton AO; Stier A; Levin PS,2020,,,10.1002/eap.2051
Ecological Applications,1051-0761,Changes in water quality related to permafrost thaw may significantly impact zooplankton in small Arctic lakes,,,,,
Ecological Applications,1051-0761,"""No‐regrets"" pathways for navigating climate change: planning for connectivity with land use, topography, and climate",Carrie A Schloss; D Richard Cameron; Brad H McRae; David M Theobald; Aaron Jones,2022,,,
Ecological Applications,1051-0761,Overcoming establishment thresholds for peat mosses in human‐made bog pools,Ralph J M Temmink; Peter M J M Cruijsen; Alfons J P Smolders; Tjeerd J Bouma; Gregory S Fivash; Wouter Lengkeek; Karin Didderen; Leon P M Lamers; Tjisse Heide,2021,,,
Ecological Applications,1051-0761,A need for speed in Bayesian population models: a practical guide to marginalizing and recovering discrete latent states,Charles B Yackulic; Michael Dodrill; Maria Dzul; Jamie S Sanderlin; Janice A Reid,2020,,,10.1002/eap.2112
Ecological Applications,1051-0761,Optimal surveillance against bioinvasions: a sample average approximation method applied to an agent-based spread model,Hoa-Thi-Minh Nguyen; Pham Van Ha; Tom Kompas,2021,,,10.1002/eap.2449
Ecological Applications,1051-0761,Unfriendly neighbors: When facilitation does not contribute to restoration success in tidal marsh,Karen E Tanner; Ingrid M Parker; Monique C Fountain; Alexandra S Thomsen; Kerstin Wasson,2025,,,10.1002/eap.3079
Ecological Applications,1051-0761,Human eutrophication drives biogeographic salt marsh productivity patterns in China,Xu X; Liu H; Liu Y; Zhou C; Pan L; Fang C; Nie M; Li B,2020,,,10.1002/eap.2045
Ecological Applications,1051-0761,Measuring the additive effects of predation on prey survival across spatial scales,Quinn Payton; Allen F Evans; Nathan J Hostetter; Daniel D Roby; Brad Cramer; Ken Collis,2020,,,
Ecological Applications,1051-0761,End-user involvement to improve predictions and management of populations with complex dynamics and multiple drivers,John-André Henden; Rolf A Ims; Nigel G Yoccoz; Einar J Asbjørnsen; Audun Stien; Jarad Pope Mellard; Torkild Tveraa; Filippo Marolla; Jane Uhd Jepsen,2020,v30 n6 (20200901): 1-14,2020-09-01,
Ecological Applications,1051-0761,Large-scale variation in wave attenuation of oyster reef living shorelines and the influence of inundation duration,Rebecca L Morris; Megan K La Peyre; Bret M Webb; Danielle A Marshall; Donna M Bilkovic; Just Cebrian; Giovanna McClenachan; Kelly M Kibler; Linda J Walters; David Bushek; Eric L Sparks; Nigel A Temple; Joshua Moody; Kory Angstadt; Joshua Goff; Maura Boswell; Paul Sacks; Stephen E Swearer,2021,,,10.1002/eap.2382
Ecological Applications,1051-0761,A big data–model integration approach for predicting epizootics and population recovery in a keystone species,Gabriel M Barrile; David J Augustine; Lauren M Porensky; Courtney J Duchardt; Kevin T Shoemaker; Cynthia R Hartway; Justin D Derner; Elizabeth A Hunter; Ana D Davidson,2023,,,10.1002/eap.2827
Ecological Applications,1051-0761,Water storage decisions will determine the distribution and persistence of imperiled river fishes,Kimberly L Dibble; Charles B Yackulic; Theodore A Kennedy; Kevin R Bestgen; John C Schmidt,2021,,,10.1002/eap.2279
Ecological Applications,1051-0761,Seedling diversity in actively and passively restored tropical forest understories,Jarrah Wills; John Herbohn; Jessie Wells; Maria Opelia Maranguit Moreno; Angela Ferraren; Jennifer Firn,2021,,,10.1002/eap.2286
Ecological Applications,1051-0761,Inferring pesticide toxicity to honey bees from a field-based feeding study using a colony model and Bayesian inference,Jeffrey M Minucci; Robert Curry; Gloria DeGrandi-Hoffman; Cameron Douglass; Kris Garber; S Thomas Purucker,2021,v31 n8 (20211201): 1-17,2021-12-01,
Ecological Applications,1051-0761,Leaf litter decomposition and its drivers differ between an invasive and a native plant: Management implications,Cai Cheng; Zixia Liu; Youzheng Zhang; Qiang He; Bo Li; Jihua Wu,2024,,,10.1002/eap.2739
Ecological Applications,1051-0761,Fragmented landscapes affect honey bee colony strength at diverse spatial scales in agroecological landscapes in Kenya,Pamela Ochungo; Ruan Veldtman; Elfatih M Abdel‐Rahman; Elliud Muli; James Ng'ang'a; Henry E Z Tonnang; Tobias Landmann,2022,,,
Ecological Applications,1051-0761,Passive rewilding may (also) restore phylogenetically rich and functionally resilient forest plant communities,Loïs Morel; Lou Barbe; Vincent Jung; Bernard Clément; Annik Schnitzler; Frédéric Ysnel,2020,v30 n1 (20200101): 1-12,2020-01-01,
Ecological Applications,1051-0761,Ecological features benefiting sustainable harvesters in socio-ecological systems: a case study of Swiftlets in Malaysia,Mayuko Nakamaru; Ayumi Onuma,2021,,,
Ecological Applications,1051-0761,Landscape composition drives winter bird assemblages in agriculture-savanna mosaics of western India,,,,,
Ecological Applications,1051-0761,Near‐term phytoplankton forecasts reveal the effects of model time step and forecast horizon on predictability,Whitney M Woelmer; R Quinn Thomas; Mary E Lofton; Ryan P McClure; Heather L Wander; Cayelan C Carey,2022,,,
Ecological Applications,1051-0761,Homogenization of terrestrial mammals in fragmented rainforests: the loss of species turnover and its landscape drivers,Norma P Arce-Peña; Víctor Arroyo-Rodríguez; Luis Daniel Avila-Cabadilla; Claudia E Moreno; Ellen Andresen,2022,,,10.1002/eap.2476
Ecological Applications,1051-0761,"Shifts in food plant abundance for flower-visiting insects between 1900 and 2017 in the canton of Zurich, Switzerland.",Stefan Abrahamczyk; Thomas Wohlgemuth; Michael Nobis; Reto Nyffeler; Michael Kessler,2020,,,10.1002/eap.2138
Ecological Applications,1051-0761,Potential impacts of emerald ash borer and adaptation strategies on wildlife communities in black ash wetlands,Alexis R. Grinde; Melissa B. Youngquist; Robert A. Slesak; Stephen R. Kolbe; Josh D. Bednar; Brian J. Palik; Anthony W. D'Amato,2022,,,10.1002/eap.2567
Ecological Applications,1051-0761,Overlooked side effects of organic farming inputs attract soil insect crop pests.,Innocent Nyamwasa; Kebin Li; Shuai Zhang; Jiao Yin; Xiaofeng Li; Jie Liu; Ertao Li; Xiulian Sun,2020,,,10.1002/eap.2084
Ecological Applications,1051-0761,Urban runoff and stream channel incision interact to influence riparian soils and understory vegetation,Joanna P Solins; Mary L Cadenasso,2022,,,
Ecological Applications,1051-0761,Wildfire facilitates upslope advance in a shade-intolerant but not a shade-tolerant conifer,Emily G Brodie; Joseph A E Stewart; Sara Winsemius; Jesse E D Miller; Andrew M Latimer; Hugh D Safford,2023,,,10.1002/eap.2888
Ecological Applications,1051-0761,Network analysis can guide resilience-based management in forest landscapes under global change.,Marco Mina; Christian Messier; Matthew Duveneck; Marie-Josée Fortin; Núria Aquilué,2021,,,10.1002/eap.2221
Ecological Applications,1051-0761,A more representative community of ecologists,David S Schimel; Jill S Baron,2021,,,10.1002/eap.2353
Ecological Applications,1051-0761,Conceptual and methodological advances in habitat‐selection modeling: guidelines for ecology and evolution,,,,,
Ecological Applications,1051-0761,Seasonal dynamics of flock interaction networks across a human-modified landscape in lowland Amazonian rain forest,Cameron L Rutt; Philip C Stouffer,2021,,,10.1002/eap.2235
Ecological Applications,1051-0761,Precipitation change accentuates or reverses temperature effects on aphid dispersal,Michael S Crossley; Doris Lagos‐Kutz; Thomas S Davis; Sanford D Eigenbrode; Glen L Hartman; David J Voegtlin; William E Snyder,2022,,,
Ecological Applications,1051-0761,Global hotspots of coherent marine fishery catches,Joyce J L Ong; Jonathan A Walter; Olaf P Jensen; Malin L Pinsky,2021,,,10.1002/eap.2321
Ecological Applications,1051-0761,Landscape-dependent effects of varietal mixtures on insect pest control and implications for farmer profits,Lauren D Snyder; Miguel I Gómez; Erika L. Mudrak; Alison G Power,2021,v31 n2 (20210301): 1-11,2021-03-01,
Ecological Applications,1051-0761,An approach to defining and achieving restoration targets for a threatened plant community,C P Elliott; L E Commander; L Merino-Martín; P J Golos; J Stevens; B P Miller,2022,,,10.1002/eap.2613
Ecological Applications,1051-0761,Assessing the robustness of time-to-event models for estimating unmarked wildlife abundance using remote cameras.,Kenneth E Loonam; Paul M Lukacs; David E Ausband; Michael S Mitchell; Hugh S Robinson,2021,,,10.1002/eap.2388
Ecological Applications,1051-0761,Can the impact of canopy trees on soil and understory be altered using litter additions?,Stephanie G Yelenik; Evan M Rehm; Carla M D'Antonio,2022,,,10.1002/eap.2477
Ecological Applications,1051-0761,Recommendations to enhance breeding bird diversity in managed plantation forests determined using LiDAR,Eleanor R Tew; Greg J Conway; Ian G Henderson; David T Milodowski; Tom Swinfield; William J Sutherland,2022,,,
Ecological Applications,1051-0761,A newly invasive species may promote dissimilarity of pest populations between organic and conventional farming systems.,Elias H Bloom; Natalie Constancio; Kayleigh C Hauri; Zsofia Szendrei,2022,,,10.1002/eap.2615
Ecological Applications,1051-0761,Early detection of a tree pathogen using airborne remote sensing,,,,,
Ecological Applications,1051-0761,Rangeland sharing by cattle and bees moderate grazing does not impair bee communities and resource availability,Tal Shapira; Zalmen Henkin; Arnon Dag; Yael Mandelik,2020,v30 n3 (20200401): 1-15,2020-04-01,
Ecological Applications,1051-0761,Forest management influences the effects of streamside wet areas on stream ecosystems.,Maitane Erdozain; Caroline E Emilson; David P Kreutzweiser; Karen A Kidd; Nadia Mykytczuk; Paul K Sibley,2020,,,10.1002/eap.2077
Ecological Applications,1051-0761,Protected areas buffer against harvest selection and rebuild phenotypic complexity,Albert Fernández-Chacaón; David Villegas-Ríos; Even Moland; Marissa L Baskett; Esben M Olsen; Stephanie M Carlson,2020,v30 n5 (20200701): 1-14,2020-07-01,
Ecological Applications,1051-0761,The impact of plant‐derived fire management prescriptions on fire‐responsive bird species,Rhys Makdissi; Simon J Verdon; James Q Radford; Andrew F Bennett; Michael F Clarke,2024,,,10.1002/eap.3036
Ecological Applications,1051-0761,Connectivity over a disease risk gradient enables recovery of rainforest frogs,Sara C Bell; Geoffrey W Heard; Lee Berger; Lee F Skerratt,2020,,,10.1002/eap.2152
Ecological Applications,1051-0761,Application of modern coexistence theory to rare plant restoration provides early indication of restoration trajectories,Lina Aoyama; Lauren G Shoemaker; Benjamin Gilbert; Sharon K Collinge; Akasha M Faist; Nancy Shackelford; Vicky M Temperton; György Barabás; Loralee Larios; Emma Ladouceur; Oscar Godoy; Catherine Bowler; Lauren M Hallett,2022,,,
Ecological Applications,1051-0761,Underrepresented youth experience barriers prior to field experiences.,Susan Bonfield; Dalia Dorta; Jorge Vargas-Barriga,2021,,,10.1002/eap.2350
Ecological Applications,1051-0761,Disease and weather induce rapid shifts in a rangeland ecosystem mediated by a keystone species (Cynomys ludovicianus),Courtney J Duchardt; David J Augustine; Lauren M Porensky; Jeffrey L Beck; Jacob D Hennig; David W Pellatz; J Derek Scasta; Lauren C Connell; Ana D Davidson,2023,,,
Ecological Applications,1051-0761,Tree diversity across the Minneapolis-St. Paul Metropolitan Area in relation to climate and social vulnerability.,,,,,
Ecological Applications,1051-0761,Combining mesocosms with models reveals effects of global warming and ocean acidification on a temperate marine ecosystem,Hadayet Ullah; Damien A Fordham; Silvan U Goldenberg; Ivan Nagelkerken,2024,,,10.1002/eap.2977
Ecological Applications,1051-0761,Multiple co-occurrent alien invaders constrain aquatic biodiversity in rivers,Simone Guareschi; Alex Laini; Judy England; Jon Barrett; Paul J Wood,2021,v31 n6 (20210901): 1-8,2021-09-01,
Ecological Applications,1051-0761,"Habitat complexity, connectivity, and introduced fish drive pond community structure along an urban to rural gradient.",Daniel C Trovillion; Erin L Sauer; Gabrielle Shay; Erin R Crone; Daniel L Preston,2023,,,10.1002/eap.2828
Ecological Applications,1051-0761,Predicting the distribution of foraging seabirds during a period of heightened environmental variability.,Rhian Evans; Mary-Anne Lea; Mark A Hindell,2021,,,10.1002/eap.2343
Ecological Applications,1051-0761,Do metapopulations and management matter for relict headwater bull trout populations in a warming climate?,Daniel J Isaak; Michael K Young; Dona L Horan; David Nagel; Michael K Schwartz; Kevin S McKelvey,2022,,,
Ecological Applications,1051-0761,DNA metabarcoding effectively quantifies diatom responses to nutrients in streams,Nathan J Smucker; Erik M Pilgrim; Christopher T Nietch; John A Darling; Brent R Johnson,2020,,,
Ecological Applications,1051-0761,Land-use change alters associations between personality and microhabitat selection,Allison M Brehm; Alessio Mortelliti,2021,v31 n8 (20211201): 1-18,2021-12-01,
Ecological Applications,1051-0761,Landscape composition mediates the relationship between predator body size and pest control,,,,,
Ecological Applications,1051-0761,A Bayesian nested patch occupancy model to estimate steelhead movement and abundance,Lynn Waterhouse; Jody White; Kevin See; Andrew Murdoch; Brice X Semmens,2020,,,
Ecological Applications,1051-0761,Spatiotemporal land use dynamics filter life history strategies to shape urban spontaneous plant assemblages.,Jun-Long Huang; Shen-Hua Qian; Marie-Josée Fortin,2025,,,10.1002/eap.70008
Ecological Applications,1051-0761,Understanding spatial patterns of poaching pressure using ranger logbook data to optimize future patrolling strategies,Arash Ghoddousi; Corinna Van Cayzeele; Pegah Negahdar; Mahmood Soofi; Amirhossein Kh. Hamidi; Benjamin Bleyhl; Guillermo Fandos; Igor Khorozyan; Matthias Waltert; Tobias Kuemmerle,2022,,,
Ecological Applications,1051-0761,Temporal invariance of social-ecological catchments,Mark A Kaemingk; Christine N Bender; Christopher J Chizinski; Aaron J Bunch; Kevin L Pope,2021,v31 n2 (20210301): 1-7,2021-03-01,
Ecological Applications,1051-0761,Soil Heating in Fire (SheFire): A model and measurement method for estimating soil heating and effects during wildland fires.,Mary K Brady; Matthew B Dickinson; Jessica R Miesel; Carissa L Wonkka; Kathleen L Kavanagh; Alexandra G Lodge; William E Rogers; Heath D Starns; Doug R Tolleson; Morgan L Treadwell; Dirac Twidwell; Erin J Hanan,2022,,,10.1002/eap.2627
Ecological Applications,1051-0761,Predator- and competitor-induced responses in amphibian populations that evolved different levels of pesticide tolerance,Devin K Jones; Jessica Hua; Brian M Mattes; Rickey D Cothran; Jason T Hoverman; Rick A Relyea,2021,,,10.1002/eap.2305
Ecological Applications,1051-0761,Data integration methods to account for spatial niche truncation effects in regional projections of species distribution,Mathieu Chevalier; Olivier Broennimann; Josselin Cornuault; Antoine Guisan,2021,,,
Ecological Applications,1051-0761,A fast-moving target achieving marine conservation goals under shifting climate and policies,Gil Rilov; Simonetta Fraschetti; Elena Gissi; Carlo Pipitone; Fabio Badalamenti; Laura Tamburello; Elisabetta Menini; Paul Goriup; Antonios D Mazaris; Joaquim Garrabou; Lisandro Benedetti-Cecchi; Roberto Danovaro; Charles Loiseau; Joachim Claudet; Stelios Katsanevakis,2020,v30 n1 (20200101): 1-14,2020-01-01,
Ecological Applications,1051-0761,Mapping breeding bird species richness at management-relevant resolutions across the United States,Kathleen A Carroll; Laura S Farwell; Anna M Pidgeon; Elena Razenkova; David Gudex-Cross; David P Helmers; Katarzyna E Lewińska; Paul R Elsen; Volker C Radeloff,2022,,,10.1002/eap.2624
Ecological Applications,1051-0761,Predicting functional responses in agro-ecosystems from animal movement data to improve management of invasive pests,,,,,
Ecological Applications,1051-0761,Understanding the drivers of mortality in African savannah elephants,S Schlossberg; K S Gobush; M J Chase; P W Elkan; F Grossmann; E M Kohi,2020,,,10.1002/eap.2131
Ecological Applications,1051-0761,EVI and NDVI as proxies for multifaceted avian diversity in urban areas,Yanina Benedetti; Corey T Callaghan; Iva Ulbrichová; Antonia Galanaki; Theodoros Kominos; Farah Abou Zeid; Juan Diego Ibáñez-Álamo; Jukka Suhonen; Mario Díaz; Gábor Markó; Raphaël Bussière; Piotr Tryjanowski; Nikos Bukas; Marko Mägi; Lucas Leveau; Fabio Pruscini; Leszek Jerzak; Olaf Ciebiera; Jukka Jokimäki; Marja-Liisa Kaisanlahti-Jokimäki,2023,,,10.1002/eap.2808
Ecological Applications,1051-0761,Granular measures of agricultural land use influence lake nitrogen and phosphorus differently at macroscales.,Joseph Stachelek; W Weng; C C Carey; A R Kemanian; K M Cobourn; T Wagner; K C Weathers; P A Soranno,2020,,,10.1002/eap.2187
Ecological Applications,1051-0761,"Integrating genetics, biophysical, and demographic insights identifies critical sites for seagrass conservation",Marlene Jahnke; Per-Olav Moksnes; Jeanine L Olsen; Nauria Serra Serra; Martin Nilsson Jacobi; Kadri Kuusemäe; Hanna Corell; Per R Jonsson,2020,v30 n6 (20200901): 1-18,2020-09-01,
Ecological Applications,1051-0761,Does life history mediate discharge as a driver of multi-decadal changes in populations of freshwater fish?,Jarod P Lyon; Tomas Bird; Zeb Tonkin; Scott Raymond; Joanne Sharley; Robin Hale,2021,v31 n8 (20211201): 1-13,2021-12-01,
Ecological Applications,1051-0761,Landscape analyses using eDNA metabarcoding and Earth observation predict community biodiversity in California,Meixi Lin; Ariel Levi Simons; Ryan J Harrigan; Emily E Curd; Fabian D Schneider; Dannise V Ruiz-Ramos; Zack Gold; Melisa G Osborne; Sabrina Shirazi; Teia M Schweizer; Tiara N Moore; Emma A Fox; Rachel Turba; Ana E Garcia-Vedrenne; Sarah K Helman; Kelsi Rutledge; Maura Palacios Mejia; Onny Marwayana; Miroslava N Munguia Ramos; Regina Wetzer,2021,v31 n6 (20210901): 1-18,2021-09-01,
Ecological Applications,1051-0761,"Does large dam removal restore downstream riparian vegetation diversity? Testing predictions on the Elwha River, Washington, USA",Rebecca L Brown; Cody C Thomas; Erin S Cubley; Aaron J Clausen; Patrick B Shafroth,2022,,,
Ecological Applications,1051-0761,Functional plasticity of carabids can presume better the changes in community composition than taxon-based descriptors,,,,,
